reference_generic,month,year,ct_studies,month_year,hover_text
etanercept,April,2014,3,2014-04-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>April-2014<br><b>No. of CT Studies: </b>3
etanercept,April,2015,2,2015-04-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>April-2015<br><b>No. of CT Studies: </b>2
etanercept,April,2016,3,2016-04-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>April-2016<br><b>No. of CT Studies: </b>3
etanercept,April,2017,0,2017-04-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>April-2017<br><b>No. of CT Studies: </b>0
etanercept,April,2018,0,2018-04-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>April-2018<br><b>No. of CT Studies: </b>0
etanercept,April,2019,1,2019-04-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>April-2019<br><b>No. of CT Studies: </b>1
etanercept,August,2010,1,2010-08-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>August-2010<br><b>No. of CT Studies: </b>1
etanercept,August,2011,6,2011-08-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>August-2011<br><b>No. of CT Studies: </b>6
etanercept,August,2012,0,2012-08-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>August-2012<br><b>No. of CT Studies: </b>0
etanercept,August,2013,1,2013-08-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>August-2013<br><b>No. of CT Studies: </b>1
etanercept,August,2014,4,2014-08-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>August-2014<br><b>No. of CT Studies: </b>4
etanercept,August,2015,0,2015-08-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>August-2015<br><b>No. of CT Studies: </b>0
etanercept,August,2016,1,2016-08-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>August-2016<br><b>No. of CT Studies: </b>1
etanercept,August,2017,3,2017-08-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>August-2017<br><b>No. of CT Studies: </b>3
etanercept,August,2018,0,2018-08-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>August-2018<br><b>No. of CT Studies: </b>0
etanercept,August,2019,0,2019-08-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>August-2019<br><b>No. of CT Studies: </b>0
etanercept,December,2010,3,2010-12-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>December-2010<br><b>No. of CT Studies: </b>3
etanercept,December,2011,0,2011-12-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>December-2011<br><b>No. of CT Studies: </b>0
etanercept,December,2012,2,2012-12-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>December-2012<br><b>No. of CT Studies: </b>2
etanercept,December,2013,2,2013-12-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>December-2013<br><b>No. of CT Studies: </b>2
etanercept,December,2014,0,2014-12-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>December-2014<br><b>No. of CT Studies: </b>0
etanercept,December,2015,0,2015-12-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>December-2015<br><b>No. of CT Studies: </b>0
etanercept,December,2016,4,2016-12-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>December-2016<br><b>No. of CT Studies: </b>4
etanercept,December,2017,0,2017-12-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>December-2017<br><b>No. of CT Studies: </b>0
etanercept,December,2018,1,2018-12-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>December-2018<br><b>No. of CT Studies: </b>1
etanercept,December,2019,0,2019-12-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>December-2019<br><b>No. of CT Studies: </b>0
etanercept,February,2010,2,2010-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2010<br><b>No. of CT Studies: </b>2
etanercept,February,2011,2,2011-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2011<br><b>No. of CT Studies: </b>2
etanercept,February,2012,4,2012-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2012<br><b>No. of CT Studies: </b>4
etanercept,February,2013,1,2013-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2013<br><b>No. of CT Studies: </b>1
etanercept,February,2014,1,2014-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2014<br><b>No. of CT Studies: </b>1
etanercept,February,2015,4,2015-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2015<br><b>No. of CT Studies: </b>4
etanercept,February,2016,4,2016-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2016<br><b>No. of CT Studies: </b>4
etanercept,February,2017,0,2017-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2017<br><b>No. of CT Studies: </b>0
etanercept,February,2018,1,2018-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2018<br><b>No. of CT Studies: </b>1
etanercept,February,2019,1,2019-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2019<br><b>No. of CT Studies: </b>1
etanercept,February,2020,2,2020-02-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>February-2020<br><b>No. of CT Studies: </b>2
etanercept,January,2010,3,2010-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2010<br><b>No. of CT Studies: </b>3
etanercept,January,2011,3,2011-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2011<br><b>No. of CT Studies: </b>3
etanercept,January,2012,2,2012-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2012<br><b>No. of CT Studies: </b>2
etanercept,January,2013,3,2013-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2013<br><b>No. of CT Studies: </b>3
etanercept,January,2014,2,2014-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2014<br><b>No. of CT Studies: </b>2
etanercept,January,2015,3,2015-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2015<br><b>No. of CT Studies: </b>3
etanercept,January,2016,4,2016-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2016<br><b>No. of CT Studies: </b>4
etanercept,January,2017,1,2017-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2017<br><b>No. of CT Studies: </b>1
etanercept,January,2018,1,2018-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2018<br><b>No. of CT Studies: </b>1
etanercept,January,2019,2,2019-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2019<br><b>No. of CT Studies: </b>2
etanercept,January,2020,4,2020-01-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>January-2020<br><b>No. of CT Studies: </b>4
etanercept,July,2010,1,2010-07-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>July-2010<br><b>No. of CT Studies: </b>1
etanercept,July,2011,2,2011-07-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>July-2011<br><b>No. of CT Studies: </b>2
etanercept,July,2012,3,2012-07-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>July-2012<br><b>No. of CT Studies: </b>3
etanercept,July,2013,4,2013-07-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>July-2013<br><b>No. of CT Studies: </b>4
etanercept,July,2014,1,2014-07-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>July-2014<br><b>No. of CT Studies: </b>1
etanercept,July,2015,2,2015-07-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>July-2015<br><b>No. of CT Studies: </b>2
etanercept,July,2016,3,2016-07-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>July-2016<br><b>No. of CT Studies: </b>3
etanercept,July,2017,0,2017-07-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>July-2017<br><b>No. of CT Studies: </b>0
etanercept,July,2018,1,2018-07-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>July-2018<br><b>No. of CT Studies: </b>1
etanercept,July,2019,0,2019-07-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>July-2019<br><b>No. of CT Studies: </b>0
etanercept,June,2010,3,2010-06-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>June-2010<br><b>No. of CT Studies: </b>3
etanercept,June,2011,2,2011-06-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>June-2011<br><b>No. of CT Studies: </b>2
etanercept,June,2012,3,2012-06-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>June-2012<br><b>No. of CT Studies: </b>3
etanercept,June,2013,6,2013-06-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>June-2013<br><b>No. of CT Studies: </b>6
etanercept,June,2014,2,2014-06-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>June-2014<br><b>No. of CT Studies: </b>2
etanercept,June,2015,0,2015-06-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>June-2015<br><b>No. of CT Studies: </b>0
etanercept,June,2016,1,2016-06-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>June-2016<br><b>No. of CT Studies: </b>1
etanercept,June,2017,2,2017-06-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>June-2017<br><b>No. of CT Studies: </b>2
etanercept,June,2018,1,2018-06-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>June-2018<br><b>No. of CT Studies: </b>1
etanercept,June,2019,0,2019-06-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>June-2019<br><b>No. of CT Studies: </b>0
etanercept,March,2010,0,2010-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2010<br><b>No. of CT Studies: </b>0
etanercept,March,2011,4,2011-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2011<br><b>No. of CT Studies: </b>4
etanercept,March,2012,1,2012-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2012<br><b>No. of CT Studies: </b>1
etanercept,March,2013,4,2013-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2013<br><b>No. of CT Studies: </b>4
etanercept,March,2014,3,2014-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2014<br><b>No. of CT Studies: </b>3
etanercept,March,2015,4,2015-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2015<br><b>No. of CT Studies: </b>4
etanercept,March,2016,2,2016-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2016<br><b>No. of CT Studies: </b>2
etanercept,March,2017,3,2017-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2017<br><b>No. of CT Studies: </b>3
etanercept,March,2018,2,2018-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2018<br><b>No. of CT Studies: </b>2
etanercept,March,2019,1,2019-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2019<br><b>No. of CT Studies: </b>1
etanercept,March,2020,2,2020-03-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>March-2020<br><b>No. of CT Studies: </b>2
etanercept,May,2010,0,2010-05-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>May-2010<br><b>No. of CT Studies: </b>0
etanercept,May,2011,2,2011-05-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>May-2011<br><b>No. of CT Studies: </b>2
etanercept,May,2012,4,2012-05-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>May-2012<br><b>No. of CT Studies: </b>4
etanercept,May,2013,3,2013-05-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>May-2013<br><b>No. of CT Studies: </b>3
etanercept,May,2014,2,2014-05-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>May-2014<br><b>No. of CT Studies: </b>2
etanercept,May,2015,2,2015-05-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>May-2015<br><b>No. of CT Studies: </b>2
etanercept,May,2016,2,2016-05-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>May-2016<br><b>No. of CT Studies: </b>2
etanercept,May,2017,2,2017-05-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>May-2017<br><b>No. of CT Studies: </b>2
etanercept,May,2018,1,2018-05-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>May-2018<br><b>No. of CT Studies: </b>1
etanercept,May,2019,3,2019-05-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>May-2019<br><b>No. of CT Studies: </b>3
etanercept,November,2010,3,2010-11-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>November-2010<br><b>No. of CT Studies: </b>3
etanercept,November,2011,1,2011-11-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>November-2011<br><b>No. of CT Studies: </b>1
etanercept,November,2012,1,2012-11-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>November-2012<br><b>No. of CT Studies: </b>1
etanercept,November,2013,1,2013-11-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>November-2013<br><b>No. of CT Studies: </b>1
etanercept,November,2014,3,2014-11-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>November-2014<br><b>No. of CT Studies: </b>3
etanercept,November,2015,0,2015-11-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>November-2015<br><b>No. of CT Studies: </b>0
etanercept,November,2016,2,2016-11-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>November-2016<br><b>No. of CT Studies: </b>2
etanercept,November,2017,0,2017-11-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>November-2017<br><b>No. of CT Studies: </b>0
etanercept,November,2018,2,2018-11-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>November-2018<br><b>No. of CT Studies: </b>2
etanercept,November,2019,0,2019-11-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>November-2019<br><b>No. of CT Studies: </b>0
etanercept,October,2010,2,2010-10-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>October-2010<br><b>No. of CT Studies: </b>2
etanercept,October,2011,5,2011-10-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>October-2011<br><b>No. of CT Studies: </b>5
etanercept,October,2012,3,2012-10-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>October-2012<br><b>No. of CT Studies: </b>3
etanercept,October,2013,2,2013-10-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>October-2013<br><b>No. of CT Studies: </b>2
etanercept,October,2014,0,2014-10-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>October-2014<br><b>No. of CT Studies: </b>0
etanercept,October,2015,1,2015-10-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>October-2015<br><b>No. of CT Studies: </b>1
etanercept,October,2016,1,2016-10-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>October-2016<br><b>No. of CT Studies: </b>1
etanercept,October,2017,2,2017-10-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>October-2017<br><b>No. of CT Studies: </b>2
etanercept,October,2018,0,2018-10-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>October-2018<br><b>No. of CT Studies: </b>0
etanercept,October,2019,2,2019-10-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>October-2019<br><b>No. of CT Studies: </b>2
etanercept,September,2010,1,2010-09-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>September-2010<br><b>No. of CT Studies: </b>1
etanercept,September,2011,3,2011-09-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>September-2011<br><b>No. of CT Studies: </b>3
etanercept,September,2012,2,2012-09-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>September-2012<br><b>No. of CT Studies: </b>2
etanercept,September,2013,2,2013-09-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>September-2013<br><b>No. of CT Studies: </b>2
etanercept,September,2014,2,2014-09-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>September-2014<br><b>No. of CT Studies: </b>2
etanercept,September,2015,2,2015-09-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>September-2015<br><b>No. of CT Studies: </b>2
etanercept,September,2016,1,2016-09-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>September-2016<br><b>No. of CT Studies: </b>1
etanercept,September,2017,0,2017-09-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>September-2017<br><b>No. of CT Studies: </b>0
etanercept,September,2018,2,2018-09-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>September-2018<br><b>No. of CT Studies: </b>2
etanercept,September,2019,0,2019-09-01,<b>Reference Generic: </b>etanercept<br><b>Month: </b>September-2019<br><b>No. of CT Studies: </b>0
filgrastim,April,2010,5,2010-04-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>April-2010<br><b>No. of CT Studies: </b>5
filgrastim,April,2011,2,2011-04-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>April-2011<br><b>No. of CT Studies: </b>2
filgrastim,April,2012,6,2012-04-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>April-2012<br><b>No. of CT Studies: </b>6
filgrastim,April,2013,9,2013-04-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>April-2013<br><b>No. of CT Studies: </b>9
filgrastim,April,2014,1,2014-04-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>April-2014<br><b>No. of CT Studies: </b>1
filgrastim,April,2015,2,2015-04-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>April-2015<br><b>No. of CT Studies: </b>2
filgrastim,April,2016,5,2016-04-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>April-2016<br><b>No. of CT Studies: </b>5
filgrastim,April,2017,4,2017-04-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>April-2017<br><b>No. of CT Studies: </b>4
filgrastim,April,2018,4,2018-04-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>April-2018<br><b>No. of CT Studies: </b>4
filgrastim,April,2019,4,2019-04-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>April-2019<br><b>No. of CT Studies: </b>4
filgrastim,August,2010,9,2010-08-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>August-2010<br><b>No. of CT Studies: </b>9
filgrastim,August,2011,7,2011-08-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>August-2011<br><b>No. of CT Studies: </b>7
filgrastim,August,2012,3,2012-08-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>August-2012<br><b>No. of CT Studies: </b>3
filgrastim,August,2013,3,2013-08-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>August-2013<br><b>No. of CT Studies: </b>3
filgrastim,August,2014,8,2014-08-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>August-2014<br><b>No. of CT Studies: </b>8
filgrastim,August,2015,4,2015-08-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>August-2015<br><b>No. of CT Studies: </b>4
filgrastim,August,2016,8,2016-08-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>August-2016<br><b>No. of CT Studies: </b>8
filgrastim,August,2017,5,2017-08-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>August-2017<br><b>No. of CT Studies: </b>5
filgrastim,August,2018,4,2018-08-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>August-2018<br><b>No. of CT Studies: </b>4
filgrastim,August,2019,5,2019-08-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>August-2019<br><b>No. of CT Studies: </b>5
filgrastim,December,2010,5,2010-12-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>December-2010<br><b>No. of CT Studies: </b>5
filgrastim,December,2011,3,2011-12-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>December-2011<br><b>No. of CT Studies: </b>3
filgrastim,December,2012,12,2012-12-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>December-2012<br><b>No. of CT Studies: </b>12
filgrastim,December,2013,6,2013-12-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>December-2013<br><b>No. of CT Studies: </b>6
filgrastim,December,2014,7,2014-12-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>December-2014<br><b>No. of CT Studies: </b>7
filgrastim,December,2015,6,2015-12-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>December-2015<br><b>No. of CT Studies: </b>6
filgrastim,December,2016,3,2016-12-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>December-2016<br><b>No. of CT Studies: </b>3
filgrastim,December,2017,1,2017-12-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>December-2017<br><b>No. of CT Studies: </b>1
filgrastim,December,2018,4,2018-12-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>December-2018<br><b>No. of CT Studies: </b>4
filgrastim,December,2019,4,2019-12-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>December-2019<br><b>No. of CT Studies: </b>4
filgrastim,February,2010,2,2010-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2010<br><b>No. of CT Studies: </b>2
filgrastim,February,2011,6,2011-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2011<br><b>No. of CT Studies: </b>6
filgrastim,February,2012,9,2012-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2012<br><b>No. of CT Studies: </b>9
filgrastim,February,2013,3,2013-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2013<br><b>No. of CT Studies: </b>3
filgrastim,February,2014,7,2014-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2014<br><b>No. of CT Studies: </b>7
filgrastim,February,2015,6,2015-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2015<br><b>No. of CT Studies: </b>6
filgrastim,February,2016,6,2016-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2016<br><b>No. of CT Studies: </b>6
filgrastim,February,2017,4,2017-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2017<br><b>No. of CT Studies: </b>4
filgrastim,February,2018,6,2018-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2018<br><b>No. of CT Studies: </b>6
filgrastim,February,2019,1,2019-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2019<br><b>No. of CT Studies: </b>1
filgrastim,February,2020,6,2020-02-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>February-2020<br><b>No. of CT Studies: </b>6
filgrastim,January,2010,5,2010-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2010<br><b>No. of CT Studies: </b>5
filgrastim,January,2011,3,2011-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2011<br><b>No. of CT Studies: </b>3
filgrastim,January,2012,9,2012-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2012<br><b>No. of CT Studies: </b>9
filgrastim,January,2013,7,2013-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2013<br><b>No. of CT Studies: </b>7
filgrastim,January,2014,9,2014-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2014<br><b>No. of CT Studies: </b>9
filgrastim,January,2015,1,2015-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2015<br><b>No. of CT Studies: </b>1
filgrastim,January,2016,5,2016-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2016<br><b>No. of CT Studies: </b>5
filgrastim,January,2017,7,2017-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2017<br><b>No. of CT Studies: </b>7
filgrastim,January,2018,8,2018-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2018<br><b>No. of CT Studies: </b>8
filgrastim,January,2019,6,2019-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2019<br><b>No. of CT Studies: </b>6
filgrastim,January,2020,7,2020-01-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>January-2020<br><b>No. of CT Studies: </b>7
filgrastim,July,2010,4,2010-07-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>July-2010<br><b>No. of CT Studies: </b>4
filgrastim,July,2011,7,2011-07-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>July-2011<br><b>No. of CT Studies: </b>7
filgrastim,July,2012,8,2012-07-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>July-2012<br><b>No. of CT Studies: </b>8
filgrastim,July,2013,7,2013-07-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>July-2013<br><b>No. of CT Studies: </b>7
filgrastim,July,2014,8,2014-07-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>July-2014<br><b>No. of CT Studies: </b>8
filgrastim,July,2015,5,2015-07-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>July-2015<br><b>No. of CT Studies: </b>5
filgrastim,July,2016,6,2016-07-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>July-2016<br><b>No. of CT Studies: </b>6
filgrastim,July,2017,12,2017-07-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>July-2017<br><b>No. of CT Studies: </b>12
filgrastim,July,2018,3,2018-07-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>July-2018<br><b>No. of CT Studies: </b>3
filgrastim,July,2019,4,2019-07-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>July-2019<br><b>No. of CT Studies: </b>4
filgrastim,June,2010,10,2010-06-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>June-2010<br><b>No. of CT Studies: </b>10
filgrastim,June,2011,3,2011-06-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>June-2011<br><b>No. of CT Studies: </b>3
filgrastim,June,2012,5,2012-06-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>June-2012<br><b>No. of CT Studies: </b>5
filgrastim,June,2013,3,2013-06-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>June-2013<br><b>No. of CT Studies: </b>3
filgrastim,June,2014,2,2014-06-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>June-2014<br><b>No. of CT Studies: </b>2
filgrastim,June,2015,1,2015-06-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>June-2015<br><b>No. of CT Studies: </b>1
filgrastim,June,2016,13,2016-06-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>June-2016<br><b>No. of CT Studies: </b>13
filgrastim,June,2017,4,2017-06-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>June-2017<br><b>No. of CT Studies: </b>4
filgrastim,June,2018,5,2018-06-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>June-2018<br><b>No. of CT Studies: </b>5
filgrastim,June,2019,3,2019-06-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>June-2019<br><b>No. of CT Studies: </b>3
filgrastim,March,2010,7,2010-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2010<br><b>No. of CT Studies: </b>7
filgrastim,March,2011,9,2011-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2011<br><b>No. of CT Studies: </b>9
filgrastim,March,2012,4,2012-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2012<br><b>No. of CT Studies: </b>4
filgrastim,March,2013,5,2013-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2013<br><b>No. of CT Studies: </b>5
filgrastim,March,2014,9,2014-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2014<br><b>No. of CT Studies: </b>9
filgrastim,March,2015,7,2015-03-01,<b>Reference Generic: </b>filgrastim<br><b>Month: </b>March-2015<br><b>No. of CT Studies: </b>7
